date|commodity|variety-source|region|store|price
september_04_2021|Honeydew Melon|Local|portmore|mega mart|-
september_04_2021|Honeydew Melon|Local|portmore|hi-lo|-
september_04_2021|Irish Potato|Imported|cross roads|sampars|701.8
september_04_2021|Irish Potato|Imported|cross roads|hi-lo|647
september_04_2021|Irish Potato|Imported|waterloo road|mega mart|405
september_04_2021|Irish Potato|Imported|new kingston|John R Wong|-
september_04_2021|Irish Potato|Imported|halfway tree|Brooklyn|511.47
september_04_2021|Irish Potato|Imported|halfway tree|hi-lo|-
september_04_2021|Irish Potato|Imported|washington boulevard|shopper's fair|495
september_04_2021|Irish Potato|Imported|Duhaney Park|shopper's fair|-
september_04_2021|Irish Potato|Imported|barbican road|Loshusan|-
september_04_2021|Irish Potato|Imported|barbican road|hi-lo|-
september_04_2021|Irish Potato|Imported|constant spring|hi-lo|-
september_04_2021|Irish Potato|Imported|harbour view|shoppers fair|-
september_04_2021|Irish Potato|Imported|red hills road|lee's food|-
september_04_2021|Irish Potato|Imported|red hills road|price smart|251.65
september_04_2021|Irish Potato|Imported|portmore|mega mart|495
september_04_2021|Irish Potato|Imported|portmore|hi-lo|678
september_04_2021|Irish Potato|Local|cross roads|sampars|-
september_04_2021|Irish Potato|Local|cross roads|hi-lo|-
september_04_2021|Irish Potato|Local|waterloo road|mega mart|-
september_04_2021|Irish Potato|Local|new kingston|John R Wong|-
september_04_2021|Irish Potato|Local|halfway tree|Brooklyn|-
september_04_2021|Irish Potato|Local|halfway tree|hi-lo|862
september_04_2021|Irish Potato|Local|washington boulevard|shopper's fair|429
september_04_2021|Irish Potato|Local|Duhaney Park|shopper's fair|494.98
september_04_2021|Irish Potato|Local|barbican road|Loshusan|825
september_04_2021|Irish Potato|Local|barbican road|hi-lo|1129
september_04_2021|Irish Potato|Local|constant spring|hi-lo|1229
september_04_2021|Irish Potato|Local|harbour view|shoppers fair|-
september_04_2021|Irish Potato|Local|red hills road|lee's food|677
september_04_2021|Irish Potato|Local|red hills road|price smart|-
september_04_2021|Irish Potato|Local|portmore|mega mart|-
september_04_2021|Irish Potato|Local|portmore|hi-lo|-
september_04_2021|Lettuce|Iceberg (Imported)|cross roads|sampars|-
september_04_2021|Lettuce|Iceberg (Imported)|cross roads|hi-lo|-
september_04_2021|Lettuce|Iceberg (Imported)|waterloo road|mega mart|-
september_04_2021|Lettuce|Iceberg (Imported)|new kingston|John R Wong|-
september_04_2021|Lettuce|Iceberg (Imported)|halfway tree|Brooklyn|-
september_04_2021|Lettuce|Iceberg (Imported)|halfway tree|hi-lo|-
september_04_2021|Lettuce|Iceberg (Imported)|washington boulevard|shopper's fair|-
september_04_2021|Lettuce|Iceberg (Imported)|Duhaney Park|shopper's fair|-
september_04_2021|Lettuce|Iceberg (Imported)|barbican road|Loshusan|-
september_04_2021|Lettuce|Iceberg (Imported)|barbican road|hi-lo|-
september_04_2021|Lettuce|Iceberg (Imported)|constant spring|hi-lo|-
september_04_2021|Lettuce|Iceberg (Imported)|harbour view|shoppers fair|-
september_04_2021|Lettuce|Iceberg (Imported)|red hills road|lee's food|-
september_04_2021|Lettuce|Iceberg (Imported)|red hills road|price smart|-
september_04_2021|Lettuce|Iceberg (Imported)|portmore|mega mart|1840
september_04_2021|Lettuce|Iceberg (Imported)|portmore|hi-lo|-
september_04_2021|Lettuce|Iceberg (Local)|cross roads|sampars|704
september_04_2021|Lettuce|Iceberg (Local)|cross roads|hi-lo|650
september_04_2021|Lettuce|Iceberg (Local)|waterloo road|mega mart|-
september_04_2021|Lettuce|Iceberg (Local)|new kingston|John R Wong|660
september_04_2021|Lettuce|Iceberg (Local)|halfway tree|Brooklyn|457.6
september_04_2021|Lettuce|Iceberg (Local)|halfway tree|hi-lo|650
september_04_2021|Lettuce|Iceberg (Local)|washington boulevard|shopper's fair|363
september_04_2021|Lettuce|Iceberg (Local)|Duhaney Park|shopper's fair|363
september_04_2021|Lettuce|Iceberg (Local)|barbican road|Loshusan|660
september_04_2021|Lettuce|Iceberg (Local)|barbican road|hi-lo|650
september_04_2021|Lettuce|Iceberg (Local)|constant spring|hi-lo|759
september_04_2021|Lettuce|Iceberg (Local)|harbour view|shoppers fair|363
september_04_2021|Lettuce|Iceberg (Local)|red hills road|lee's food|637.12
september_04_2021|Lettuce|Iceberg (Local)|red hills road|price smart|1212.85
september_04_2021|Lettuce|Iceberg (Local)|portmore|mega mart|795
september_04_2021|Lettuce|Iceberg (Local)|portmore|hi-lo|650
september_04_2021|Lettuce|Other|cross roads|sampars|-
september_04_2021|Lettuce|Other|cross roads|hi-lo|-
september_04_2021|Lettuce|Other|waterloo road|mega mart|-
september_04_2021|Lettuce|Other|new kingston|John R Wong|-
september_04_2021|Lettuce|Other|halfway tree|Brooklyn|-
september_04_2021|Lettuce|Other|halfway tree|hi-lo|-
september_04_2021|Lettuce|Other|washington boulevard|shopper's fair|-
september_04_2021|Lettuce|Other|Duhaney Park|shopper's fair|-
september_04_2021|Lettuce|Other|barbican road|Loshusan|-
september_04_2021|Lettuce|Other|barbican road|hi-lo|-
september_04_2021|Lettuce|Other|constant spring|hi-lo|-
september_04_2021|Lettuce|Other|harbour view|shoppers fair|-
september_04_2021|Lettuce|Other|red hills road|lee's food|-
september_04_2021|Lettuce|Other|red hills road|price smart|-
september_04_2021|Lettuce|Other|portmore|mega mart|-
september_04_2021|Lettuce|Other|portmore|hi-lo|-
september_04_2021|Lettuce|Romaine (Imported)|cross roads|sampars|-
september_04_2021|Lettuce|Romaine (Imported)|cross roads|hi-lo|-
september_04_2021|Lettuce|Romaine (Imported)|waterloo road|mega mart|-
september_04_2021|Lettuce|Romaine (Imported)|new kingston|John R Wong|-
september_04_2021|Lettuce|Romaine (Imported)|halfway tree|Brooklyn|-
september_04_2021|Lettuce|Romaine (Imported)|halfway tree|hi-lo|-
september_04_2021|Lettuce|Romaine (Imported)|washington boulevard|shopper's fair|-
september_04_2021|Lettuce|Romaine (Imported)|Duhaney Park|shopper's fair|-
september_04_2021|Lettuce|Romaine (Imported)|barbican road|Loshusan|-
september_04_2021|Lettuce|Romaine (Imported)|barbican road|hi-lo|-
september_04_2021|Lettuce|Romaine (Imported)|constant spring|hi-lo|-
september_04_2021|Lettuce|Romaine (Imported)|harbour view|shoppers fair|-
september_04_2021|Lettuce|Romaine (Imported)|red hills road|lee's food|-
september_04_2021|Lettuce|Romaine (Imported)|red hills road|price smart|-
september_04_2021|Lettuce|Romaine (Imported)|portmore|mega mart|-
september_04_2021|Lettuce|Romaine (Imported)|portmore|hi-lo|-
september_04_2021|Lettuce|Romaine (Local)|cross roads|sampars|-
september_04_2021|Lettuce|Romaine (Local)|cross roads|hi-lo|-
september_04_2021|Lettuce|Romaine (Local)|waterloo road|mega mart|995
september_04_2021|Lettuce|Romaine (Local)|new kingston|John R Wong|1154
september_04_2021|Lettuce|Romaine (Local)|halfway tree|Brooklyn|-
september_04_2021|Lettuce|Romaine (Local)|halfway tree|hi-lo|-
september_04_2021|Lettuce|Romaine (Local)|washington boulevard|shopper's fair|495
september_04_2021|Lettuce|Romaine (Local)|Duhaney Park|shopper's fair|-
september_04_2021|Lettuce|Romaine (Local)|barbican road|Loshusan|1485
september_04_2021|Lettuce|Romaine (Local)|barbican road|hi-lo|941
september_04_2021|Lettuce|Romaine (Local)|constant spring|hi-lo|1897
september_04_2021|Lettuce|Romaine (Local)|harbour view|shoppers fair|-
september_04_2021|Lettuce|Romaine (Local)|red hills road|lee's food|726
september_04_2021|Lettuce|Romaine (Local)|red hills road|price smart|579
september_04_2021|Lettuce|Romaine (Local)|portmore|mega mart|-
september_04_2021|Lettuce|Romaine (Local)|portmore|hi-lo|1897
september_04_2021|Okra|Local|cross roads|sampars|-
september_04_2021|Okra|Local|cross roads|hi-lo|451
september_04_2021|Okra|Local|waterloo road|mega mart|1005
september_04_2021|Okra|Local|new kingston|John R Wong|534
september_04_2021|Okra|Local|halfway tree|Brooklyn|1022.94
september_04_2021|Okra|Local|halfway tree|hi-lo|451
september_04_2021|Okra|Local|washington boulevard|shopper's fair|561
september_04_2021|Okra|Local|Duhaney Park|shopper's fair|990
september_04_2021|Okra|Local|barbican road|Loshusan|660
september_04_2021|Okra|Local|barbican road|hi-lo|451
september_04_2021|Okra|Local|constant spring|hi-lo|752
september_04_2021|Okra|Local|harbour view|shoppers fair|660
september_04_2021|Okra|Local|red hills road|lee's food|-
september_04_2021|Okra|Local|red hills road|price smart|-
september_04_2021|Okra|Local|portmore|mega mart|-
september_04_2021|Okra|Local|portmore|hi-lo|451
september_04_2021|Onion|Imported|cross roads|sampars|684.12
september_04_2021|Onion|Imported|cross roads|hi-lo|855
september_04_2021|Onion|Imported|waterloo road|mega mart|640
september_04_2021|Onion|Imported|new kingston|John R Wong|418
september_04_2021|Onion|Imported|halfway tree|Brooklyn|443.27
september_04_2021|Onion|Imported|halfway tree|hi-lo|855
september_04_2021|Onion|Imported|washington boulevard|shopper's fair|380.76
september_04_2021|Onion|Imported|Duhaney Park|shopper's fair|461.98
september_04_2021|Onion|Imported|barbican road|Loshusan|503
september_04_2021|Onion|Imported|barbican road|hi-lo|855
september_04_2021|Onion|Imported|constant spring|hi-lo|855
september_04_2021|Onion|Imported|harbour view|shoppers fair|378.64
september_04_2021|Onion|Imported|red hills road|lee's food|413.58
september_04_2021|Onion|Imported|red hills road|price smart|477.2
september_04_2021|Onion|Imported|portmore|mega mart|640
september_04_2021|Onion|Imported|portmore|hi-lo|855
september_04_2021|Onion|Local|cross roads|sampars|-
september_04_2021|Onion|Local|cross roads|hi-lo|-
september_04_2021|Onion|Local|waterloo road|mega mart|-
september_04_2021|Onion|Local|new kingston|John R Wong|-
september_04_2021|Onion|Local|halfway tree|Brooklyn|-
september_04_2021|Onion|Local|halfway tree|hi-lo|-
september_04_2021|Onion|Local|washington boulevard|shopper's fair|-
september_04_2021|Onion|Local|Duhaney Park|shopper's fair|-
september_04_2021|Onion|Local|barbican road|Loshusan|-
september_04_2021|Onion|Local|barbican road|hi-lo|-
september_04_2021|Onion|Local|constant spring|hi-lo|-
september_04_2021|Onion|Local|harbour view|shoppers fair|-
september_04_2021|Onion|Local|red hills road|lee's food|-
september_04_2021|Onion|Local|red hills road|price smart|-
september_04_2021|Onion|Local|portmore|mega mart|-
september_04_2021|Onion|Local|portmore|hi-lo|-
september_04_2021|Pak Choi|Local|cross roads|sampars|528
september_04_2021|Pak Choi|Local|cross roads|hi-lo|531
september_04_2021|Pak Choi|Local|waterloo road|mega mart|-
september_04_2021|Pak Choi|Local|new kingston|John R Wong|-
september_04_2021|Pak Choi|Local|halfway tree|Brooklyn|352
september_04_2021|Pak Choi|Local|halfway tree|hi-lo|531
september_04_2021|Pak Choi|Local|washington boulevard|shopper's fair|297
september_04_2021|Pak Choi|Local|Duhaney Park|shopper's fair|396
september_04_2021|Pak Choi|Local|barbican road|Loshusan|662
september_04_2021|Pak Choi|Local|barbican road|hi-lo|531
september_04_2021|Pak Choi|Local|constant spring|hi-lo|531
september_04_2021|Pak Choi|Local|harbour view|shoppers fair|-
september_04_2021|Pak Choi|Local|red hills road|lee's food|330
september_04_2021|Pak Choi|Local|red hills road|price smart|349
september_04_2021|Pak Choi|Local|portmore|mega mart|769
september_04_2021|Pak Choi|Local|portmore|hi-lo|531
september_04_2021|Papaya|Local|cross roads|sampars|-
september_04_2021|Papaya|Local|cross roads|hi-lo|-
september_04_2021|Papaya|Local|waterloo road|mega mart|-
september_04_2021|Papaya|Local|new kingston|John R Wong|-
september_04_2021|Papaya|Local|halfway tree|Brooklyn|-
september_04_2021|Papaya|Local|halfway tree|hi-lo|-
september_04_2021|Papaya|Local|washington boulevard|shopper's fair|231
september_04_2021|Papaya|Local|Duhaney Park|shopper's fair|-
september_04_2021|Papaya|Local|barbican road|Loshusan|-
september_04_2021|Papaya|Local|barbican road|hi-lo|341
september_04_2021|Papaya|Local|constant spring|hi-lo|299
september_04_2021|Papaya|Local|harbour view|shoppers fair|-
september_04_2021|Papaya|Local|red hills road|lee's food|234.56
september_04_2021|Papaya|Local|red hills road|price smart|-
september_04_2021|Papaya|Local|portmore|mega mart|-
september_04_2021|Papaya|Local|portmore|hi-lo|341
september_04_2021|Pepper|Scotch Bonnet|cross roads|sampars|3195.8
september_04_2021|Pepper|Scotch Bonnet|cross roads|hi-lo|-
september_04_2021|Pepper|Scotch Bonnet|waterloo road|mega mart|-
september_04_2021|Pepper|Scotch Bonnet|new kingston|John R Wong|-
september_04_2021|Pepper|Scotch Bonnet|halfway tree|Brooklyn|1193.43
september_04_2021|Pepper|Scotch Bonnet|halfway tree|hi-lo|-
september_04_2021|Pepper|Scotch Bonnet|washington boulevard|shopper's fair|-
september_04_2021|Pepper|Scotch Bonnet|Duhaney Park|shopper's fair|-
september_04_2021|Pepper|Scotch Bonnet|barbican road|Loshusan|-
september_04_2021|Pepper|Scotch Bonnet|barbican road|hi-lo|-
september_04_2021|Pepper|Scotch Bonnet|constant spring|hi-lo|-
september_04_2021|Pepper|Scotch Bonnet|harbour view|shoppers fair|-
september_04_2021|Pepper|Scotch Bonnet|red hills road|lee's food|616
september_04_2021|Pepper|Scotch Bonnet|red hills road|price smart|638
september_04_2021|Pepper|Scotch Bonnet|portmore|mega mart|-
september_04_2021|Pepper|Scotch Bonnet|portmore|hi-lo|-
september_04_2021|Pepper|West Indian Red|cross roads|sampars|-
september_04_2021|Pepper|West Indian Red|cross roads|hi-lo|-
september_04_2021|Pepper|West Indian Red|waterloo road|mega mart|-
september_04_2021|Pepper|West Indian Red|new kingston|John R Wong|-
september_04_2021|Pepper|West Indian Red|halfway tree|Brooklyn|-
september_04_2021|Pepper|West Indian Red|halfway tree|hi-lo|-
september_04_2021|Pepper|West Indian Red|washington boulevard|shopper's fair|825
september_04_2021|Pepper|West Indian Red|Duhaney Park|shopper's fair|-
september_04_2021|Pepper|West Indian Red|barbican road|Loshusan|-
september_04_2021|Pepper|West Indian Red|barbican road|hi-lo|-
september_04_2021|Pepper|West Indian Red|constant spring|hi-lo|-
september_04_2021|Pepper|West Indian Red|harbour view|shoppers fair|-
september_04_2021|Pepper|West Indian Red|red hills road|lee's food|-
september_04_2021|Pepper|West Indian Red|red hills road|price smart|-
september_04_2021|Pepper|West Indian Red|portmore|mega mart|-
september_04_2021|Pepper|West Indian Red|portmore|hi-lo|-
september_04_2021|Pineapple|Cow Boy|cross roads|sampars|-
september_04_2021|Pineapple|Cow Boy|cross roads|hi-lo|-
september_04_2021|Pineapple|Cow Boy|waterloo road|mega mart|-
september_04_2021|Pineapple|Cow Boy|new kingston|John R Wong|562.25
september_04_2021|Pineapple|Cow Boy|halfway tree|Brooklyn|-
september_04_2021|Pineapple|Cow Boy|halfway tree|hi-lo|-
september_04_2021|Pineapple|Cow Boy|washington boulevard|shopper's fair|435
september_04_2021|Pineapple|Cow Boy|Duhaney Park|shopper's fair|362.98
september_04_2021|Pineapple|Cow Boy|barbican road|Loshusan|563
september_04_2021|Pineapple|Cow Boy|barbican road|hi-lo|530
september_04_2021|Pineapple|Cow Boy|constant spring|hi-lo|685
september_04_2021|Pineapple|Cow Boy|harbour view|shoppers fair|-
september_04_2021|Pineapple|Cow Boy|red hills road|lee's food|339
september_04_2021|Pineapple|Cow Boy|red hills road|price smart|329
september_04_2021|Pineapple|Cow Boy|portmore|mega mart|-
september_04_2021|Pineapple|Cow Boy|portmore|hi-lo|-
september_04_2021|Pineapple|MD 2|cross roads|sampars|-
september_04_2021|Pineapple|MD 2|cross roads|hi-lo|-
september_04_2021|Pineapple|MD 2|waterloo road|mega mart|-
september_04_2021|Pineapple|MD 2|new kingston|John R Wong|-
september_04_2021|Pineapple|MD 2|halfway tree|Brooklyn|-
september_04_2021|Pineapple|MD 2|halfway tree|hi-lo|-
september_04_2021|Pineapple|MD 2|washington boulevard|shopper's fair|-
september_04_2021|Pineapple|MD 2|Duhaney Park|shopper's fair|-
september_04_2021|Pineapple|MD 2|barbican road|Loshusan|-
september_04_2021|Pineapple|MD 2|barbican road|hi-lo|-
september_04_2021|Pineapple|MD 2|constant spring|hi-lo|-
september_04_2021|Pineapple|MD 2|harbour view|shoppers fair|-
september_04_2021|Pineapple|MD 2|red hills road|lee's food|-
september_04_2021|Pineapple|MD 2|red hills road|price smart|-
september_04_2021|Pineapple|MD 2|portmore|mega mart|440
september_04_2021|Pineapple|MD 2|portmore|hi-lo|-
september_04_2021|Pineapple|Sugar Loaf|cross roads|sampars|-
september_04_2021|Pineapple|Sugar Loaf|cross roads|hi-lo|-
september_04_2021|Pineapple|Sugar Loaf|waterloo road|mega mart|440
september_04_2021|Pineapple|Sugar Loaf|new kingston|John R Wong|562.25
september_04_2021|Pineapple|Sugar Loaf|halfway tree|Brooklyn|449.5
september_04_2021|Pineapple|Sugar Loaf|halfway tree|hi-lo|534
september_04_2021|Pineapple|Sugar Loaf|washington boulevard|shopper's fair|-
september_04_2021|Pineapple|Sugar Loaf|Duhaney Park|shopper's fair|-
september_04_2021|Pineapple|Sugar Loaf|barbican road|Loshusan|563
september_04_2021|Pineapple|Sugar Loaf|barbican road|hi-lo|530
september_04_2021|Pineapple|Sugar Loaf|constant spring|hi-lo|-
september_04_2021|Pineapple|Sugar Loaf|harbour view|shoppers fair|-
september_04_2021|Pineapple|Sugar Loaf|red hills road|lee's food|-
september_04_2021|Pineapple|Sugar Loaf|red hills road|price smart|-
september_04_2021|Pineapple|Sugar Loaf|portmore|mega mart|-
september_04_2021|Pineapple|Sugar Loaf|portmore|hi-lo|-
september_04_2021|Plantain|Green|cross roads|sampars|-
september_04_2021|Plantain|Green|cross roads|hi-lo|-
september_04_2021|Plantain|Green|waterloo road|mega mart|-
september_04_2021|Plantain|Green|new kingston|John R Wong|330
september_04_2021|Plantain|Green|halfway tree|Brooklyn|409.2
september_04_2021|Plantain|Green|halfway tree|hi-lo|458
september_04_2021|Plantain|Green|washington boulevard|shopper's fair|330
september_04_2021|Plantain|Green|Duhaney Park|shopper's fair|-
september_04_2021|Plantain|Green|barbican road|Loshusan|279
september_04_2021|Plantain|Green|barbican road|hi-lo|458
september_04_2021|Plantain|Green|constant spring|hi-lo|458
september_04_2021|Plantain|Green|harbour view|shoppers fair|-
september_04_2021|Plantain|Green|red hills road|lee's food|370.37
september_04_2021|Plantain|Green|red hills road|price smart|219.5
september_04_2021|Plantain|Green|portmore|mega mart|-
september_04_2021|Plantain|Green|portmore|hi-lo|-
september_04_2021|Plantain|Ripe|cross roads|sampars|348
september_04_2021|Plantain|Ripe|cross roads|hi-lo|458
september_04_2021|Plantain|Ripe|waterloo road|mega mart|-
september_04_2021|Plantain|Ripe|new kingston|John R Wong|-
september_04_2021|Plantain|Ripe|halfway tree|Brooklyn|-
september_04_2021|Plantain|Ripe|halfway tree|hi-lo|-
september_04_2021|Plantain|Ripe|washington boulevard|shopper's fair|330
september_04_2021|Plantain|Ripe|Duhaney Park|shopper's fair|-
september_04_2021|Plantain|Ripe|barbican road|Loshusan|279
september_04_2021|Plantain|Ripe|barbican road|hi-lo|458
september_04_2021|Plantain|Ripe|constant spring|hi-lo|458
september_04_2021|Plantain|Ripe|harbour view|shoppers fair|329.98
september_04_2021|Plantain|Ripe|red hills road|lee's food|370.37
september_04_2021|Plantain|Ripe|red hills road|price smart|219.5
september_04_2021|Plantain|Ripe|portmore|mega mart|350
september_04_2021|Plantain|Ripe|portmore|hi-lo|-
september_04_2021|Pumpkin|Local|cross roads|sampars|322.99
september_04_2021|Pumpkin|Local|cross roads|hi-lo|379
september_04_2021|Pumpkin|Local|waterloo road|mega mart|295
september_04_2021|Pumpkin|Local|new kingston|John R Wong|265
september_04_2021|Pumpkin|Local|halfway tree|Brooklyn|238.89
september_04_2021|Pumpkin|Local|halfway tree|hi-lo|379
september_04_2021|Pumpkin|Local|washington boulevard|shopper's fair|231
september_04_2021|Pumpkin|Local|Duhaney Park|shopper's fair|231
september_04_2021|Pumpkin|Local|barbican road|Loshusan|365
september_04_2021|Pumpkin|Local|barbican road|hi-lo|379
september_04_2021|Pumpkin|Local|constant spring|hi-lo|379
september_04_2021|Pumpkin|Local|harbour view|shoppers fair|-
september_04_2021|Pumpkin|Local|red hills road|lee's food|211.64
september_04_2021|Pumpkin|Local|red hills road|price smart|269
september_04_2021|Pumpkin|Local|portmore|mega mart|295
september_04_2021|Pumpkin|Local|portmore|hi-lo|379
september_04_2021|Sorrel|Local|cross roads|sampars|1117.95
september_04_2021|Sorrel|Local|cross roads|hi-lo|752
september_04_2021|Sorrel|Local|waterloo road|mega mart|990
september_04_2021|Sorrel|Local|new kingston|John R Wong|-
september_04_2021|Sorrel|Local|halfway tree|Brooklyn|681.96
september_04_2021|Sorrel|Local|halfway tree|hi-lo|-
september_04_2021|Sorrel|Local|washington boulevard|shopper's fair|-
september_04_2021|Sorrel|Local|Duhaney Park|shopper's fair|-
september_04_2021|Sorrel|Local|barbican road|Loshusan|900
september_04_2021|Sorrel|Local|barbican road|hi-lo|753
september_04_2021|Sorrel|Local|constant spring|hi-lo|1138
september_04_2021|Sorrel|Local|harbour view|shoppers fair|-
september_04_2021|Sorrel|Local|red hills road|lee's food|826.72
september_04_2021|Sorrel|Local|red hills road|price smart|-
september_04_2021|Sorrel|Local|portmore|mega mart|990
september_04_2021|Sorrel|Local|portmore|hi-lo|-
september_04_2021|String Bean|Local|cross roads|sampars|957
september_04_2021|String Bean|Local|cross roads|hi-lo|1129
september_04_2021|String Bean|Local|waterloo road|mega mart|1005
september_04_2021|String Bean|Local|new kingston|John R Wong|825
september_04_2021|String Bean|Local|halfway tree|Brooklyn|681.96
september_04_2021|String Bean|Local|halfway tree|hi-lo|1129
september_04_2021|String Bean|Local|washington boulevard|shopper's fair|660
september_04_2021|String Bean|Local|Duhaney Park|shopper's fair|660
september_04_2021|String Bean|Local|barbican road|Loshusan|1520
september_04_2021|String Bean|Local|barbican road|hi-lo|1129
september_04_2021|String Bean|Local|constant spring|hi-lo|1552
