date|commodity|variety-source|region|store|price
september_04_2021|String Bean|Local|harbour view|shoppers fair|990
september_04_2021|String Bean|Local|red hills road|lee's food|925.93
september_04_2021|String Bean|Local|red hills road|price smart|549
september_04_2021|String Bean|Local|portmore|mega mart|1005
september_04_2021|String Bean|Local|portmore|hi-lo|1129
september_04_2021|Sweet Pepper (Green)|Green House (Local)|cross roads|sampars|-
september_04_2021|Sweet Pepper (Green)|Green House (Local)|cross roads|hi-lo|-
september_04_2021|Sweet Pepper (Green)|Green House (Local)|waterloo road|mega mart|-
september_04_2021|Sweet Pepper (Green)|Green House (Local)|new kingston|John R Wong|-
september_04_2021|Sweet Pepper (Green)|Green House (Local)|halfway tree|Brooklyn|-
september_04_2021|Sweet Pepper (Green)|Green House (Local)|halfway tree|hi-lo|-
september_04_2021|Sweet Pepper (Green)|Green House (Local)|washington boulevard|shopper's fair|-
september_04_2021|Sweet Pepper (Green)|Green House (Local)|Duhaney Park|shopper's fair|-
september_04_2021|Sweet Pepper (Green)|Green House (Local)|barbican road|Loshusan|-
september_04_2021|Sweet Pepper (Green)|Green House (Local)|barbican road|hi-lo|-
september_04_2021|Sweet Pepper (Green)|Green House (Local)|constant spring|hi-lo|-
september_04_2021|Sweet Pepper (Green)|Green House (Local)|harbour view|shoppers fair|-
september_04_2021|Sweet Pepper (Green)|Green House (Local)|red hills road|lee's food|-
september_04_2021|Sweet Pepper (Green)|Green House (Local)|red hills road|price smart|-
september_04_2021|Sweet Pepper (Green)|Green House (Local)|portmore|mega mart|-
september_04_2021|Sweet Pepper (Green)|Green House (Local)|portmore|hi-lo|-
september_04_2021|Sweet Pepper (Green)|Imported|cross roads|sampars|-
september_04_2021|Sweet Pepper (Green)|Imported|cross roads|hi-lo|-
september_04_2021|Sweet Pepper (Green)|Imported|waterloo road|mega mart|1875
september_04_2021|Sweet Pepper (Green)|Imported|new kingston|John R Wong|989
september_04_2021|Sweet Pepper (Green)|Imported|halfway tree|Brooklyn|-
september_04_2021|Sweet Pepper (Green)|Imported|halfway tree|hi-lo|-
september_04_2021|Sweet Pepper (Green)|Imported|washington boulevard|shopper's fair|-
september_04_2021|Sweet Pepper (Green)|Imported|Duhaney Park|shopper's fair|-
september_04_2021|Sweet Pepper (Green)|Imported|barbican road|Loshusan|-
september_04_2021|Sweet Pepper (Green)|Imported|barbican road|hi-lo|-
september_04_2021|Sweet Pepper (Green)|Imported|constant spring|hi-lo|-
september_04_2021|Sweet Pepper (Green)|Imported|harbour view|shoppers fair|-
september_04_2021|Sweet Pepper (Green)|Imported|red hills road|lee's food|-
september_04_2021|Sweet Pepper (Green)|Imported|red hills road|price smart|-
september_04_2021|Sweet Pepper (Green)|Imported|portmore|mega mart|-
september_04_2021|Sweet Pepper (Green)|Imported|portmore|hi-lo|1638
september_04_2021|Sweet Pepper (Green)|Local|cross roads|sampars|957
september_04_2021|Sweet Pepper (Green)|Local|cross roads|hi-lo|1129
september_04_2021|Sweet Pepper (Green)|Local|waterloo road|mega mart|1600
september_04_2021|Sweet Pepper (Green)|Local|new kingston|John R Wong|-
september_04_2021|Sweet Pepper (Green)|Local|halfway tree|Brooklyn|1534.41
september_04_2021|Sweet Pepper (Green)|Local|halfway tree|hi-lo|-
september_04_2021|Sweet Pepper (Green)|Local|washington boulevard|shopper's fair|825
september_04_2021|Sweet Pepper (Green)|Local|Duhaney Park|shopper's fair|1799.9
september_04_2021|Sweet Pepper (Green)|Local|barbican road|Loshusan|1800
september_04_2021|Sweet Pepper (Green)|Local|barbican road|hi-lo|1129
september_04_2021|Sweet Pepper (Green)|Local|constant spring|hi-lo|1129
september_04_2021|Sweet Pepper (Green)|Local|harbour view|shoppers fair|1434.9
september_04_2021|Sweet Pepper (Green)|Local|red hills road|lee's food|708
september_04_2021|Sweet Pepper (Green)|Local|red hills road|price smart|1379
september_04_2021|Sweet Pepper (Green)|Local|portmore|mega mart|1600
september_04_2021|Sweet Pepper (Green)|Local|portmore|hi-lo|-
september_04_2021|Sweet Pepper (Red)|Green House (Local)|cross roads|sampars|-
september_04_2021|Sweet Pepper (Red)|Green House (Local)|cross roads|hi-lo|-
september_04_2021|Sweet Pepper (Red)|Green House (Local)|waterloo road|mega mart|-
september_04_2021|Sweet Pepper (Red)|Green House (Local)|new kingston|John R Wong|-
september_04_2021|Sweet Pepper (Red)|Green House (Local)|halfway tree|Brooklyn|-
september_04_2021|Sweet Pepper (Red)|Green House (Local)|halfway tree|hi-lo|-
september_04_2021|Sweet Pepper (Red)|Green House (Local)|washington boulevard|shopper's fair|-
september_04_2021|Sweet Pepper (Red)|Green House (Local)|Duhaney Park|shopper's fair|-
september_04_2021|Sweet Pepper (Red)|Green House (Local)|barbican road|Loshusan|-
september_04_2021|Sweet Pepper (Red)|Green House (Local)|barbican road|hi-lo|-
september_04_2021|Sweet Pepper (Red)|Green House (Local)|constant spring|hi-lo|-
september_04_2021|Sweet Pepper (Red)|Green House (Local)|harbour view|shoppers fair|-
september_04_2021|Sweet Pepper (Red)|Green House (Local)|red hills road|lee's food|-
september_04_2021|Sweet Pepper (Red)|Green House (Local)|red hills road|price smart|-
september_04_2021|Sweet Pepper (Red)|Green House (Local)|portmore|mega mart|-
september_04_2021|Sweet Pepper (Red)|Green House (Local)|portmore|hi-lo|-
september_04_2021|Sweet Pepper (Red)|Imported|cross roads|sampars|-
september_04_2021|Sweet Pepper (Red)|Imported|cross roads|hi-lo|-
september_04_2021|Sweet Pepper (Red)|Imported|waterloo road|mega mart|-
september_04_2021|Sweet Pepper (Red)|Imported|new kingston|John R Wong|-
september_04_2021|Sweet Pepper (Red)|Imported|halfway tree|Brooklyn|-
september_04_2021|Sweet Pepper (Red)|Imported|halfway tree|hi-lo|-
september_04_2021|Sweet Pepper (Red)|Imported|washington boulevard|shopper's fair|-
september_04_2021|Sweet Pepper (Red)|Imported|Duhaney Park|shopper's fair|-
september_04_2021|Sweet Pepper (Red)|Imported|barbican road|Loshusan|-
september_04_2021|Sweet Pepper (Red)|Imported|barbican road|hi-lo|1654
september_04_2021|Sweet Pepper (Red)|Imported|constant spring|hi-lo|-
september_04_2021|Sweet Pepper (Red)|Imported|harbour view|shoppers fair|2812.4
september_04_2021|Sweet Pepper (Red)|Imported|red hills road|lee's food|-
september_04_2021|Sweet Pepper (Red)|Imported|red hills road|price smart|-
september_04_2021|Sweet Pepper (Red)|Imported|portmore|mega mart|-
september_04_2021|Sweet Pepper (Red)|Imported|portmore|hi-lo|-
september_04_2021|Sweet Pepper (Red)|Local|cross roads|sampars|-
september_04_2021|Sweet Pepper (Red)|Local|cross roads|hi-lo|-
september_04_2021|Sweet Pepper (Red)|Local|waterloo road|mega mart|-
september_04_2021|Sweet Pepper (Red)|Local|new kingston|John R Wong|-
september_04_2021|Sweet Pepper (Red)|Local|halfway tree|Brooklyn|-
september_04_2021|Sweet Pepper (Red)|Local|halfway tree|hi-lo|-
september_04_2021|Sweet Pepper (Red)|Local|washington boulevard|shopper's fair|-
september_04_2021|Sweet Pepper (Red)|Local|Duhaney Park|shopper's fair|-
september_04_2021|Sweet Pepper (Red)|Local|barbican road|Loshusan|-
september_04_2021|Sweet Pepper (Red)|Local|barbican road|hi-lo|-
september_04_2021|Sweet Pepper (Red)|Local|constant spring|hi-lo|-
september_04_2021|Sweet Pepper (Red)|Local|harbour view|shoppers fair|-
september_04_2021|Sweet Pepper (Red)|Local|red hills road|lee's food|1078
september_04_2021|Sweet Pepper (Red)|Local|red hills road|price smart|1449
september_04_2021|Sweet Pepper (Red)|Local|portmore|mega mart|-
september_04_2021|Sweet Pepper (Red)|Local|portmore|hi-lo|-
september_04_2021|Sweet Pepper (Yellow)|Green House (Local)|cross roads|sampars|-
september_04_2021|Sweet Pepper (Yellow)|Green House (Local)|cross roads|hi-lo|-
september_04_2021|Sweet Pepper (Yellow)|Green House (Local)|waterloo road|mega mart|-
september_04_2021|Sweet Pepper (Yellow)|Green House (Local)|new kingston|John R Wong|-
september_04_2021|Sweet Pepper (Yellow)|Green House (Local)|halfway tree|Brooklyn|-
september_04_2021|Sweet Pepper (Yellow)|Green House (Local)|halfway tree|hi-lo|-
september_04_2021|Sweet Pepper (Yellow)|Green House (Local)|washington boulevard|shopper's fair|-
september_04_2021|Sweet Pepper (Yellow)|Green House (Local)|Duhaney Park|shopper's fair|-
september_04_2021|Sweet Pepper (Yellow)|Green House (Local)|barbican road|Loshusan|-
september_04_2021|Sweet Pepper (Yellow)|Green House (Local)|barbican road|hi-lo|-
september_04_2021|Sweet Pepper (Yellow)|Green House (Local)|constant spring|hi-lo|-
september_04_2021|Sweet Pepper (Yellow)|Green House (Local)|harbour view|shoppers fair|-
september_04_2021|Sweet Pepper (Yellow)|Green House (Local)|red hills road|lee's food|-
september_04_2021|Sweet Pepper (Yellow)|Green House (Local)|red hills road|price smart|-
september_04_2021|Sweet Pepper (Yellow)|Green House (Local)|portmore|mega mart|-
september_04_2021|Sweet Pepper (Yellow)|Green House (Local)|portmore|hi-lo|-
september_04_2021|Sweet Pepper (Yellow)|Imported|cross roads|sampars|-
september_04_2021|Sweet Pepper (Yellow)|Imported|cross roads|hi-lo|-
september_04_2021|Sweet Pepper (Yellow)|Imported|waterloo road|mega mart|-
september_04_2021|Sweet Pepper (Yellow)|Imported|new kingston|John R Wong|-
september_04_2021|Sweet Pepper (Yellow)|Imported|halfway tree|Brooklyn|2054.09
september_04_2021|Sweet Pepper (Yellow)|Imported|halfway tree|hi-lo|-
september_04_2021|Sweet Pepper (Yellow)|Imported|washington boulevard|shopper's fair|-
september_04_2021|Sweet Pepper (Yellow)|Imported|Duhaney Park|shopper's fair|-
september_04_2021|Sweet Pepper (Yellow)|Imported|barbican road|Loshusan|-
september_04_2021|Sweet Pepper (Yellow)|Imported|barbican road|hi-lo|1654
september_04_2021|Sweet Pepper (Yellow)|Imported|constant spring|hi-lo|-
september_04_2021|Sweet Pepper (Yellow)|Imported|harbour view|shoppers fair|2109.3
september_04_2021|Sweet Pepper (Yellow)|Imported|red hills road|lee's food|-
september_04_2021|Sweet Pepper (Yellow)|Imported|red hills road|price smart|-
september_04_2021|Sweet Pepper (Yellow)|Imported|portmore|mega mart|-
september_04_2021|Sweet Pepper (Yellow)|Imported|portmore|hi-lo|-
september_04_2021|Sweet Pepper (Yellow)|Local|cross roads|sampars|-
september_04_2021|Sweet Pepper (Yellow)|Local|cross roads|hi-lo|-
september_04_2021|Sweet Pepper (Yellow)|Local|waterloo road|mega mart|-
september_04_2021|Sweet Pepper (Yellow)|Local|new kingston|John R Wong|-
september_04_2021|Sweet Pepper (Yellow)|Local|halfway tree|Brooklyn|-
september_04_2021|Sweet Pepper (Yellow)|Local|halfway tree|hi-lo|-
september_04_2021|Sweet Pepper (Yellow)|Local|washington boulevard|shopper's fair|-
september_04_2021|Sweet Pepper (Yellow)|Local|Duhaney Park|shopper's fair|-
september_04_2021|Sweet Pepper (Yellow)|Local|barbican road|Loshusan|-
september_04_2021|Sweet Pepper (Yellow)|Local|barbican road|hi-lo|-
september_04_2021|Sweet Pepper (Yellow)|Local|constant spring|hi-lo|-
september_04_2021|Sweet Pepper (Yellow)|Local|harbour view|shoppers fair|-
september_04_2021|Sweet Pepper (Yellow)|Local|red hills road|lee's food|1078
september_04_2021|Sweet Pepper (Yellow)|Local|red hills road|price smart|1449
september_04_2021|Sweet Pepper (Yellow)|Local|portmore|mega mart|1530
september_04_2021|Sweet Pepper (Yellow)|Local|portmore|hi-lo|-
september_04_2021|Sweet Potato|Local|cross roads|sampars|512
september_04_2021|Sweet Potato|Local|cross roads|hi-lo|690
september_04_2021|Sweet Potato|Local|waterloo road|mega mart|380
september_04_2021|Sweet Potato|Local|new kingston|John R Wong|381
september_04_2021|Sweet Potato|Local|halfway tree|Brooklyn|340.98
september_04_2021|Sweet Potato|Local|halfway tree|hi-lo|690
september_04_2021|Sweet Potato|Local|washington boulevard|shopper's fair|428.98
september_04_2021|Sweet Potato|Local|Duhaney Park|shopper's fair|494.98
september_04_2021|Sweet Potato|Local|barbican road|Loshusan|385
september_04_2021|Sweet Potato|Local|barbican road|hi-lo|569
september_04_2021|Sweet Potato|Local|constant spring|hi-lo|569
september_04_2021|Sweet Potato|Local|harbour view|shoppers fair|-
september_04_2021|Sweet Potato|Local|red hills road|lee's food|401.23
september_04_2021|Sweet Potato|Local|red hills road|price smart|379
september_04_2021|Sweet Potato|Local|portmore|mega mart|380
september_04_2021|Sweet Potato|Local|portmore|hi-lo|569
september_04_2021|Thyme|Local|cross roads|sampars|1885
september_04_2021|Thyme|Local|cross roads|hi-lo|1724
september_04_2021|Thyme|Local|waterloo road|mega mart|-
september_04_2021|Thyme|Local|new kingston|John R Wong|1724
september_04_2021|Thyme|Local|halfway tree|Brooklyn|1704.9
september_04_2021|Thyme|Local|halfway tree|hi-lo|1724
september_04_2021|Thyme|Local|washington boulevard|shopper's fair|1650
september_04_2021|Thyme|Local|Duhaney Park|shopper's fair|1649.9
september_04_2021|Thyme|Local|barbican road|Loshusan|1725
september_04_2021|Thyme|Local|barbican road|hi-lo|1724
september_04_2021|Thyme|Local|constant spring|hi-lo|1724
september_04_2021|Thyme|Local|harbour view|shoppers fair|1649.9
september_04_2021|Thyme|Local|red hills road|lee's food|1650
september_04_2021|Thyme|Local|red hills road|price smart|-
september_04_2021|Thyme|Local|portmore|mega mart|-
september_04_2021|Thyme|Local|portmore|hi-lo|1724
september_04_2021|Tomatoes(Plummy)|Imported|cross roads|sampars|-
september_04_2021|Tomatoes(Plummy)|Imported|cross roads|hi-lo|-
september_04_2021|Tomatoes(Plummy)|Imported|waterloo road|mega mart|1345
september_04_2021|Tomatoes(Plummy)|Imported|new kingston|John R Wong|-
september_04_2021|Tomatoes(Plummy)|Imported|halfway tree|Brooklyn|-
september_04_2021|Tomatoes(Plummy)|Imported|halfway tree|hi-lo|1202
september_04_2021|Tomatoes(Plummy)|Imported|washington boulevard|shopper's fair|-
september_04_2021|Tomatoes(Plummy)|Imported|Duhaney Park|shopper's fair|-
september_04_2021|Tomatoes(Plummy)|Imported|barbican road|Loshusan|1736
september_04_2021|Tomatoes(Plummy)|Imported|barbican road|hi-lo|-
september_04_2021|Tomatoes(Plummy)|Imported|constant spring|hi-lo|-
september_04_2021|Tomatoes(Plummy)|Imported|harbour view|shoppers fair|-
september_04_2021|Tomatoes(Plummy)|Imported|red hills road|lee's food|-
september_04_2021|Tomatoes(Plummy)|Imported|red hills road|price smart|-
september_04_2021|Tomatoes(Plummy)|Imported|portmore|mega mart|1345
september_04_2021|Tomatoes(Plummy)|Imported|portmore|hi-lo|-
september_04_2021|Tomatoes(Plummy)|Local|cross roads|sampars|1073
september_04_2021|Tomatoes(Plummy)|Local|cross roads|hi-lo|752
september_04_2021|Tomatoes(Plummy)|Local|waterloo road|mega mart|965
september_04_2021|Tomatoes(Plummy)|Local|new kingston|John R Wong|330
september_04_2021|Tomatoes(Plummy)|Local|halfway tree|Brooklyn|852.45
september_04_2021|Tomatoes(Plummy)|Local|halfway tree|hi-lo|752
september_04_2021|Tomatoes(Plummy)|Local|washington boulevard|shopper's fair|396
september_04_2021|Tomatoes(Plummy)|Local|Duhaney Park|shopper's fair|1484.9
september_04_2021|Tomatoes(Plummy)|Local|barbican road|Loshusan|-
september_04_2021|Tomatoes(Plummy)|Local|barbican road|hi-lo|752
september_04_2021|Tomatoes(Plummy)|Local|constant spring|hi-lo|1552
september_04_2021|Tomatoes(Plummy)|Local|harbour view|shoppers fair|990
september_04_2021|Tomatoes(Plummy)|Local|red hills road|lee's food|400.4
september_04_2021|Tomatoes(Plummy)|Local|red hills road|price smart|719
september_04_2021|Tomatoes(Plummy)|Local|portmore|mega mart|-
september_04_2021|Tomatoes(Plummy)|Local|portmore|hi-lo|1552
september_04_2021|Tomatoes(Salad)|Local|cross roads|sampars|1435.5
september_04_2021|Tomatoes(Salad)|Local|cross roads|hi-lo|-
september_04_2021|Tomatoes(Salad)|Local|waterloo road|mega mart|-
september_04_2021|Tomatoes(Salad)|Local|new kingston|John R Wong|-
september_04_2021|Tomatoes(Salad)|Local|halfway tree|Brooklyn|-
september_04_2021|Tomatoes(Salad)|Local|halfway tree|hi-lo|821
september_04_2021|Tomatoes(Salad)|Local|washington boulevard|shopper's fair|1650
september_04_2021|Tomatoes(Salad)|Local|Duhaney Park|shopper's fair|1154.9
september_04_2021|Tomatoes(Salad)|Local|barbican road|Loshusan|-
september_04_2021|Tomatoes(Salad)|Local|barbican road|hi-lo|821
september_04_2021|Tomatoes(Salad)|Local|constant spring|hi-lo|1580
september_04_2021|Tomatoes(Salad)|Local|harbour view|shoppers fair|-
september_04_2021|Tomatoes(Salad)|Local|red hills road|lee's food|770
september_04_2021|Tomatoes(Salad)|Local|red hills road|price smart|969
september_04_2021|Tomatoes(Salad)|Local|portmore|mega mart|-
september_04_2021|Tomatoes(Salad)|Local|portmore|hi-lo|821
september_04_2021|Watermelon|Local|cross roads|sampars|606
september_04_2021|Watermelon|Local|cross roads|hi-lo|-
september_04_2021|Watermelon|Local|waterloo road|mega mart|-
september_04_2021|Watermelon|Local|new kingston|John R Wong|-
september_04_2021|Watermelon|Local|halfway tree|Brooklyn|409.18
september_04_2021|Watermelon|Local|halfway tree|hi-lo|752
september_04_2021|Watermelon|Local|washington boulevard|shopper's fair|660
september_04_2021|Watermelon|Local|Duhaney Park|shopper's fair|-
september_04_2021|Watermelon|Local|barbican road|Loshusan|744
september_04_2021|Watermelon|Local|barbican road|hi-lo|-
september_04_2021|Watermelon|Local|constant spring|hi-lo|-
september_04_2021|Watermelon|Local|harbour view|shoppers fair|-
september_04_2021|Watermelon|Local|red hills road|lee's food|660
september_04_2021|Watermelon|Local|red hills road|price smart|319
september_04_2021|Watermelon|Local|portmore|mega mart|675
september_04_2021|Watermelon|Local|portmore|hi-lo|752
september_04_2021|Yam|Negro|cross roads|sampars|-
september_04_2021|Yam|Negro|cross roads|hi-lo|350
september_04_2021|Yam|Negro|waterloo road|mega mart|-
september_04_2021|Yam|Negro|new kingston|John R Wong|-
september_04_2021|Yam|Negro|halfway tree|Brooklyn|-
september_04_2021|Yam|Negro|halfway tree|hi-lo|667
september_04_2021|Yam|Negro|washington boulevard|shopper's fair|330
september_04_2021|Yam|Negro|Duhaney Park|shopper's fair|-
september_04_2021|Yam|Negro|barbican road|Loshusan|-
september_04_2021|Yam|Negro|barbican road|hi-lo|948
september_04_2021|Yam|Negro|constant spring|hi-lo|-
september_04_2021|Yam|Negro|harbour view|shoppers fair|329
september_04_2021|Yam|Negro|red hills road|lee's food|-
september_04_2021|Yam|Negro|red hills road|price smart|-
september_04_2021|Yam|Negro|portmore|mega mart|-
september_04_2021|Yam|Negro|portmore|hi-lo|-
september_04_2021|Yam|Sweet|cross roads|sampars|-
september_04_2021|Yam|Sweet|cross roads|hi-lo|-
september_04_2021|Yam|Sweet|waterloo road|mega mart|836
september_04_2021|Yam|Sweet|new kingston|John R Wong|-
september_04_2021|Yam|Sweet|halfway tree|Brooklyn|-
september_04_2021|Yam|Sweet|halfway tree|hi-lo|1138
september_04_2021|Yam|Sweet|washington boulevard|shopper's fair|-
september_04_2021|Yam|Sweet|Duhaney Park|shopper's fair|-
september_04_2021|Yam|Sweet|barbican road|Loshusan|-
september_04_2021|Yam|Sweet|barbican road|hi-lo|-
september_04_2021|Yam|Sweet|constant spring|hi-lo|-
september_04_2021|Yam|Sweet|harbour view|shoppers fair|-
september_04_2021|Yam|Sweet|red hills road|lee's food|-
september_04_2021|Yam|Sweet|red hills road|price smart|-
september_04_2021|Yam|Sweet|portmore|mega mart|836
september_04_2021|Yam|Sweet|portmore|hi-lo|-
september_04_2021|Yam|White (Lucea)|cross roads|sampars|-
september_04_2021|Yam|White (Lucea)|cross roads|hi-lo|-
september_04_2021|Yam|White (Lucea)|waterloo road|mega mart|-
september_04_2021|Yam|White (Lucea)|new kingston|John R Wong|462
september_04_2021|Yam|White (Lucea)|halfway tree|Brooklyn|-
september_04_2021|Yam|White (Lucea)|halfway tree|hi-lo|489
september_04_2021|Yam|White (Lucea)|washington boulevard|shopper's fair|-
september_04_2021|Yam|White (Lucea)|Duhaney Park|shopper's fair|-
september_04_2021|Yam|White (Lucea)|barbican road|Loshusan|-
september_04_2021|Yam|White (Lucea)|barbican road|hi-lo|-
september_04_2021|Yam|White (Lucea)|constant spring|hi-lo|-
september_04_2021|Yam|White (Lucea)|harbour view|shoppers fair|-
september_04_2021|Yam|White (Lucea)|red hills road|lee's food|-
september_04_2021|Yam|White (Lucea)|red hills road|price smart|-
september_04_2021|Yam|White (Lucea)|portmore|mega mart|875
september_04_2021|Yam|White (Lucea)|portmore|hi-lo|-
september_04_2021|Yam|Yellow|cross roads|sampars|-
september_04_2021|Yam|Yellow|cross roads|hi-lo|647
september_04_2021|Yam|Yellow|waterloo road|mega mart|345
september_04_2021|Yam|Yellow|new kingston|John R Wong|363
september_04_2021|Yam|Yellow|halfway tree|Brooklyn|272.78
september_04_2021|Yam|Yellow|halfway tree|hi-lo|489
september_04_2021|Yam|Yellow|washington boulevard|shopper's fair|330
september_04_2021|Yam|Yellow|Duhaney Park|shopper's fair|329.98
september_04_2021|Yam|Yellow|barbican road|Loshusan|593.97
september_04_2021|Yam|Yellow|barbican road|hi-lo|489
september_04_2021|Yam|Yellow|constant spring|hi-lo|425
september_04_2021|Yam|Yellow|harbour view|shoppers fair|-
september_04_2021|Yam|Yellow|red hills road|lee's food|297.62
september_04_2021|Yam|Yellow|red hills road|price smart|629
september_04_2021|Yam|Yellow|portmore|mega mart|450
september_04_2021|Yam|Yellow|portmore|hi-lo|489
september_04_2021|||cross roads|sampars|
september_04_2021|||cross roads|hi-lo|
september_04_2021|||waterloo road|mega mart|
september_04_2021|||new kingston|John R Wong|
september_04_2021|||halfway tree|Brooklyn|
september_04_2021|||halfway tree|hi-lo|
september_04_2021|||washington boulevard|shopper's fair|
september_04_2021|||Duhaney Park|shopper's fair|
september_04_2021|||barbican road|Loshusan|
september_04_2021|||barbican road|hi-lo|
september_04_2021|||constant spring|hi-lo|
september_04_2021|||harbour view|shoppers fair|
september_04_2021|||red hills road|lee's food|
september_04_2021|||red hills road|price smart|
september_04_2021|||portmore|mega mart|
september_04_2021|||portmore|hi-lo|
